clock,value
2020-12-08 06:40:00,13.8559
2020-12-08 07:00:00,15.3965
2020-12-08 07:20:00,16.6599
2020-12-08 07:40:00,17.6552
2020-12-08 08:00:00,18.9987
2020-12-08 08:20:00,21.4253
2020-12-08 08:40:00,23.0487
2020-12-08 09:00:00,27.3327
2020-12-08 09:20:00,28.5332
2020-12-08 09:40:00,30.1647
2020-12-08 10:00:00,32.3386
2020-12-08 10:20:00,33.2899
2020-12-08 10:40:00,32.945
2020-12-08 11:00:00,34.1784
2020-12-08 11:20:00,36.7659
2020-12-08 11:40:00,33.532
2020-12-08 12:00:00,32.9193
2020-12-08 12:20:00,33.2089
2020-12-08 12:40:00,31.8726
2020-12-08 13:00:00,32.2004
2020-12-08 13:20:00,32.5344
2020-12-08 13:40:00,30.2008
2020-12-08 14:00:00,30.8598
2020-12-08 14:20:00,30.6311
2020-12-08 14:40:00,29.715
2020-12-08 15:00:00,28.7299
2020-12-08 15:20:00,29.1641
2020-12-08 15:40:00,27.1028
2020-12-08 16:00:00,26.7183
2020-12-08 16:20:00,26.1802
2020-12-08 16:40:00,24.8184
2020-12-08 17:00:00,24.4447
2020-12-08 17:20:00,23.7676
2020-12-08 17:40:00,22.2628
2020-12-08 18:00:00,20.9856
2020-12-08 18:20:00,19.4748
2020-12-08 18:40:00,17.1194
2020-12-08 19:00:00,16.3924
2020-12-08 19:20:00,16.2699
2020-12-08 19:40:00,13.8788
2020-12-08 20:00:00,14.8389
2020-12-08 20:20:00,14.2681
2020-12-08 20:40:00,13.5592
2020-12-08 21:00:00,12.6026
2020-12-08 21:20:00,12.8824
2020-12-08 21:40:00,12.0888
2020-12-08 22:00:00,11.5208
2020-12-08 22:20:00,11.7062
2020-12-08 22:40:00,10.6596
2020-12-08 23:00:00,10.2576
2020-12-08 23:20:00,10.6513
2020-12-08 23:40:00,9.8523
2020-12-09 00:00:00,10.7218
2020-12-09 00:20:00,10.9964
2020-12-09 00:40:00,13.9711
2020-12-09 01:00:00,17.1493
2020-12-09 01:20:00,17.8599
2020-12-09 01:40:00,17.4561
2020-12-09 02:00:00,17.4776
2020-12-09 02:20:00,17.6564
2020-12-09 02:40:00,17.3318
2020-12-09 03:00:00,17.903
2020-12-09 03:20:00,18.0837
2020-12-09 03:40:00,17.7842
2020-12-09 04:00:00,20.9541
2020-12-09 04:20:00,24.799
2020-12-09 04:40:00,18.7824
2020-12-09 05:00:00,19.8832
2020-12-09 05:20:00,20.4641
2020-12-09 05:40:00,16.8382
2020-12-09 06:00:00,12.447
2020-12-09 06:20:00,13.9869
2020-12-09 06:40:00,13.8049
2020-12-09 07:00:00,14.6953
2020-12-09 07:20:00,16.1793
2020-12-09 07:40:00,16.6982
2020-12-09 08:00:00,18.6425
2020-12-09 08:20:00,20.874
2020-12-09 08:40:00,22.0021
2020-12-09 09:00:00,26.6634
2020-12-09 09:20:00,28.1755
2020-12-09 09:40:00,29.5328
2020-12-09 10:00:00,30.1057
2020-12-09 10:20:00,32.1176
2020-12-09 10:40:00,31.3342
2020-12-09 11:00:00,32.7036
2020-12-09 11:20:00,36.201
2020-12-09 11:40:00,32.6339
2020-12-09 12:00:00,32.5054
2020-12-09 12:20:00,32.6644
2020-12-09 12:40:00,31.8991
2020-12-09 13:00:00,31.0326
2020-12-09 13:20:00,31.1404
2020-12-09 13:40:00,30.0994
2020-12-09 14:00:00,29.9301
2020-12-09 14:20:00,29.8232
2020-12-09 14:40:00,28.5822
2020-12-09 15:00:00,28.5776
2020-12-09 15:20:00,28.7739
2020-12-09 15:40:00,27.1975
